date,/m/05w_j
2020-09-14,24
2020-09-15,0
2020-09-16,0
2020-09-17,48
2020-09-18,0
2020-09-19,0
2020-09-20,0
2020-09-21,22
2020-09-22,0
2020-09-23,23
2020-09-24,0
2020-09-25,25
2020-09-26,65
2020-09-27,34
2020-09-28,23
2020-09-29,0
2020-09-30,0
2020-10-01,34
2020-10-02,26
2020-10-03,0
2020-10-04,0
2020-10-05,23
2020-10-06,45
2020-10-07,24
2020-10-08,23
2020-10-09,25
2020-10-10,0
2020-10-11,32
2020-10-12,24
2020-10-13,0
2020-10-14,0
2020-10-15,38
2020-10-16,25
2020-10-17,0
2020-10-18,0
2020-10-19,0
2020-10-20,0
2020-10-21,26
2020-10-22,77
2020-10-23,51
2020-10-24,0
2020-10-25,62
2020-10-26,62
2020-10-27,25
2020-10-28,48
2020-10-29,74
2020-10-30,51
2020-10-31,68
2020-11-01,0
2020-11-02,38
2020-11-03,48
2020-11-04,0
2020-11-05,0
2020-11-06,24
2020-11-07,0
2020-11-08,66
2020-11-09,0
2020-11-10,0
2020-11-11,24
2020-11-12,25
2020-11-13,52
2020-11-14,65
2020-11-15,33
2020-11-16,35
2020-11-17,0
2020-11-18,25
2020-11-19,50
2020-11-20,0
2020-11-21,34
2020-11-22,31
2020-11-23,0
2020-11-24,23
2020-11-25,25
2020-11-26,72
2020-11-27,0
2020-11-28,0
2020-11-29,32
2020-11-30,37
2020-12-01,49
2020-12-02,25
2020-12-03,24
2020-12-04,52
2020-12-05,0
2020-12-06,100
2020-12-07,36
2020-12-08,48
2020-12-09,37
2020-12-10,24
2020-12-11,0
