date,/m/05w_j
2020-09-14,14
2020-09-15,14
2020-09-16,14
2020-09-17,0
2020-09-18,15
2020-09-19,18
2020-09-20,17
2020-09-21,14
2020-09-22,34
2020-09-23,28
2020-09-24,14
2020-09-25,15
2020-09-26,0
2020-09-27,17
2020-09-28,28
2020-09-29,14
2020-09-30,14
2020-10-01,14
2020-10-02,14
2020-10-03,17
2020-10-04,0
2020-10-05,14
2020-10-06,14
2020-10-07,21
2020-10-08,14
2020-10-09,17
2020-10-10,18
2020-10-11,18
2020-10-12,50
2020-10-13,17
2020-10-14,16
2020-10-15,0
2020-10-16,26
2020-10-17,0
2020-10-18,37
2020-10-19,15
2020-10-20,15
2020-10-21,23
2020-10-22,0
2020-10-23,15
2020-10-24,26
2020-10-25,33
2020-10-26,22
2020-10-27,23
2020-10-28,45
2020-10-29,0
2020-10-30,15
2020-10-31,35
2020-11-01,26
2020-11-02,29
2020-11-03,22
2020-11-04,54
2020-11-05,13
2020-11-06,29
2020-11-07,0
2020-11-08,0
2020-11-09,15
2020-11-10,30
2020-11-11,23
2020-11-12,15
2020-11-13,54
2020-11-14,36
2020-11-15,26
2020-11-16,44
2020-11-17,0
2020-11-18,75
2020-11-19,37
2020-11-20,47
2020-11-21,17
2020-11-22,51
2020-11-23,36
2020-11-24,65
2020-11-25,59
2020-11-26,57
2020-11-27,28
2020-11-28,35
2020-11-29,17
2020-11-30,29
2020-12-01,29
2020-12-02,37
2020-12-03,38
2020-12-04,38
2020-12-05,34
2020-12-06,34
2020-12-07,83
2020-12-08,36
2020-12-09,72
2020-12-10,100
2020-12-11,53
