date,/m/0b76bty
2020-09-14,72
2020-09-15,72
2020-09-16,79
2020-09-17,71
2020-09-18,69
2020-09-19,66
2020-09-20,60
2020-09-21,58
2020-09-22,75
2020-09-23,58
2020-09-24,62
2020-09-25,72
2020-09-26,52
2020-09-27,77
2020-09-28,63
2020-09-29,87
2020-09-30,100
2020-10-01,84
2020-10-02,91
2020-10-03,64
2020-10-04,72
2020-10-05,74
2020-10-06,85
2020-10-07,85
2020-10-08,42
2020-10-09,43
2020-10-10,72
2020-10-11,53
2020-10-12,53
2020-10-13,55
2020-10-14,43
2020-10-15,55
2020-10-16,50
2020-10-17,48
2020-10-18,65
2020-10-19,69
2020-10-20,52
2020-10-21,77
2020-10-22,78
2020-10-23,53
2020-10-24,53
2020-10-25,82
2020-10-26,53
2020-10-27,55
2020-10-28,54
2020-10-29,53
2020-10-30,63
2020-10-31,40
2020-11-01,52
2020-11-02,62
2020-11-03,59
2020-11-04,29
2020-11-05,49
2020-11-06,30
2020-11-07,45
2020-11-08,43
2020-11-09,50
2020-11-10,54
2020-11-11,74
2020-11-12,52
2020-11-13,34
2020-11-14,48
2020-11-15,33
2020-11-16,54
2020-11-17,40
2020-11-18,51
2020-11-19,48
2020-11-20,27
2020-11-21,45
2020-11-22,47
2020-11-23,45
2020-11-24,30
2020-11-25,37
2020-11-26,41
2020-11-27,31
2020-11-28,22
2020-11-29,37
2020-11-30,46
2020-12-01,65
2020-12-02,43
2020-12-03,18
2020-12-04,37
2020-12-05,34
2020-12-06,31
2020-12-07,39
2020-12-08,28
2020-12-09,39
2020-12-10,29
2020-12-11,37
