date,/m/01cpyy
2020-09-02,54
2020-09-03,52
2020-09-04,36
2020-09-05,38
2020-09-06,40
2020-09-07,54
2020-09-08,50
2020-09-09,55
2020-09-10,53
2020-09-11,43
2020-09-12,37
2020-09-13,41
2020-09-14,48
2020-09-15,45
2020-09-16,41
2020-09-17,43
2020-09-18,43
2020-09-19,34
2020-09-20,52
2020-09-21,53
2020-09-22,51
2020-09-23,41
2020-09-24,43
2020-09-25,38
2020-09-26,27
2020-09-27,43
2020-09-28,39
2020-09-29,39
2020-09-30,43
2020-10-01,34
2020-10-02,45
2020-10-03,43
2020-10-04,32
2020-10-05,42
2020-10-06,40
2020-10-07,41
2020-10-08,44
2020-10-09,32
2020-10-10,42
2020-10-11,35
2020-10-12,43
2020-10-13,44
2020-10-14,34
2020-10-15,37
2020-10-16,43
2020-10-17,32
2020-10-18,46
2020-10-19,43
2020-10-20,38
2020-10-21,38
2020-10-22,52
2020-10-23,53
2020-10-24,54
2020-10-25,50
2020-10-26,75
2020-10-27,76
2020-10-28,75
2020-10-29,66
2020-10-30,63
2020-10-31,65
2020-11-01,73
2020-11-02,66
2020-11-03,82
2020-11-04,81
2020-11-05,100
2020-11-06,94
2020-11-07,68
2020-11-08,73
2020-11-09,94
2020-11-10,75
2020-11-11,71
2020-11-12,75
2020-11-13,64
2020-11-14,62
2020-11-15,65
2020-11-16,67
2020-11-17,65
2020-11-18,59
2020-11-19,49
2020-11-20,53
2020-11-21,43
2020-11-22,55
2020-11-23,42
2020-11-24,47
2020-11-25,44
2020-11-26,45
2020-11-27,38
2020-11-28,36
2020-11-29,37
2020-11-30,44
2020-12-01,36
2020-12-02,37
2020-12-03,45
2020-12-04,44
2020-12-05,37
2020-12-06,39
2020-12-07,51
2020-12-08,36
2020-12-09,44
2020-12-10,50
2020-12-11,41
2020-12-12,39
2020-12-13,43
2020-12-14,50
2020-12-15,52
2020-12-16,40
2020-12-17,58
2020-12-18,53
2020-12-19,38
2020-12-20,52
2020-12-21,55
2020-12-22,58
2020-12-23,54
2020-12-24,37
2020-12-25,47
2020-12-26,54
2020-12-27,51
2020-12-28,43
2020-12-29,58
2020-12-30,44
