date,/m/05w_j
2020-09-14,26
2020-09-15,27
2020-09-16,42
2020-09-17,78
2020-09-18,53
2020-09-19,47
2020-09-20,44
2020-09-21,50
2020-09-22,41
2020-09-23,45
2020-09-24,42
2020-09-25,40
2020-09-26,49
2020-09-27,27
2020-09-28,35
2020-09-29,39
2020-09-30,37
2020-10-01,41
2020-10-02,28
2020-10-03,26
2020-10-04,29
2020-10-05,33
2020-10-06,37
2020-10-07,32
2020-10-08,51
2020-10-09,37
2020-10-10,13
2020-10-11,25
2020-10-12,22
2020-10-13,47
2020-10-14,43
2020-10-15,44
2020-10-16,51
2020-10-17,34
2020-10-18,47
2020-10-19,39
2020-10-20,37
2020-10-21,71
2020-10-22,50
2020-10-23,82
2020-10-24,64
2020-10-25,37
2020-10-26,46
2020-10-27,82
2020-10-28,69
2020-10-29,79
2020-10-30,63
2020-10-31,48
2020-11-01,57
2020-11-02,66
2020-11-03,56
2020-11-04,48
2020-11-05,69
2020-11-06,37
2020-11-07,58
2020-11-08,65
2020-11-09,59
2020-11-10,87
2020-11-11,65
2020-11-12,58
2020-11-13,71
2020-11-14,61
2020-11-15,40
2020-11-16,76
2020-11-17,60
2020-11-18,99
2020-11-19,50
2020-11-20,63
2020-11-21,71
2020-11-22,65
2020-11-23,57
2020-11-24,60
2020-11-25,82
2020-11-26,53
2020-11-27,57
2020-11-28,80
2020-11-29,72
2020-11-30,59
2020-12-01,68
2020-12-02,85
2020-12-03,94
2020-12-04,82
2020-12-05,62
2020-12-06,78
2020-12-07,70
2020-12-08,72
2020-12-09,91
2020-12-10,90
2020-12-11,100
