date,/g/1213j0cz
2020-09-14,66
2020-09-15,41
2020-09-16,81
2020-09-17,41
2020-09-18,57
2020-09-19,74
2020-09-20,30
2020-09-21,13
2020-09-22,64
2020-09-23,13
2020-09-24,52
2020-09-25,58
2020-09-26,16
2020-09-27,16
2020-09-28,41
2020-09-29,41
2020-09-30,27
2020-10-01,67
2020-10-02,29
2020-10-03,77
2020-10-04,54
2020-10-05,63
2020-10-06,27
2020-10-07,27
2020-10-08,40
2020-10-09,15
2020-10-10,16
2020-10-11,16
2020-10-12,100
2020-10-13,83
2020-10-14,28
2020-10-15,15
2020-10-16,15
2020-10-17,0
2020-10-18,30
2020-10-19,26
2020-10-20,27
2020-10-21,0
2020-10-22,58
2020-10-23,14
2020-10-24,14
2020-10-25,0
2020-10-26,0
2020-10-27,42
2020-10-28,56
2020-10-29,27
2020-10-30,15
2020-10-31,15
2020-11-01,14
2020-11-02,27
2020-11-03,13
2020-11-04,36
2020-11-05,37
2020-11-06,13
2020-11-07,14
2020-11-08,14
2020-11-09,0
2020-11-10,14
2020-11-11,0
2020-11-12,41
2020-11-13,0
2020-11-14,71
2020-11-15,0
2020-11-16,13
2020-11-17,14
2020-11-18,13
2020-11-19,27
2020-11-20,28
2020-11-21,29
2020-11-22,29
2020-11-23,27
2020-11-24,40
2020-11-25,14
2020-11-26,14
2020-11-27,14
2020-11-28,0
2020-11-29,29
2020-11-30,13
2020-12-01,14
2020-12-02,14
2020-12-03,29
2020-12-04,59
2020-12-05,16
2020-12-06,47
2020-12-07,14
2020-12-08,14
2020-12-09,14
2020-12-10,0
2020-12-11,45
